AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
Yes;O: No Injury;102044036;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102044184;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102044601;2007;20 - 25  MPH;No Control Present;Cloudy
Yes;O: No Injury;102045118;2007;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;102045122;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102045413;2007;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102045509;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102046032;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102046041;2007;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;102046105;2007;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;102046196;2007;50 - 55  MPH;No Control Present;Clear
No;O: No Injury;102046590;2007;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;102046742;2007;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102046786;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102046983;2007;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102047053;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;102047350;2007;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102047473;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102047493;2007;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;102047832;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102047973;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102048139;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102048373;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102048464;2007;20 - 25  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;102048714;2007;5 - 15 MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;102048729;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102048868;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;102049170;2007;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102049519;2007;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102049566;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102049938;2007;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102050200;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102050525;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102050541;2007;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102050558;2007;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102050821;2007;Unknown;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102051764;2007;20 - 25  MPH;Stop Sign;Clear
Yes;O: No Injury;102051804;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102052714;2007;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;102053029;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;Unknown Injury;102053392;2007;5 - 15 MPH;No Control Present;Clear
Yes;O: No Injury;102053551;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102053690;2007;Unknown;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102053856;2007;30 - 35  MPH;Stop And Go Signal;Rain
Yes;B: Suspected Minor Injury;102053977;2007;20 - 25  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102054187;2007;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102054392;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102054528;2007;Unknown;No Control Present;Clear
No;O: No Injury;102054613;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102054746;2007;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102054788;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102054929;2007;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102055080;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102055171;2007;20 - 25  MPH;Stop Sign;Cloudy
No;C: Possible Injury;102056484;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102057421;2007;30 - 35  MPH;Stop Sign;Clear
No;O: No Injury;102057884;2007;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102057953;2007;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;102058402;2007;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;102058658;2007;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102058993;2007;5 - 15 MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102059080;2007;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102059249;2007;5 - 15 MPH;Stop Sign;Clear
Yes;C: Possible Injury;102059299;2007;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102059570;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102059631;2007;50 - 55  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102060089;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102060195;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102060336;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102061458;2007;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102061583;2007;5 - 15 MPH;Stop Sign;Clear
No;O: No Injury;102061597;2007;30 - 35  MPH;Stop Sign;Cloudy
No;C: Possible Injury;102061633;2007;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102061749;2007;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;102061992;2007;5 - 15 MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;102062113;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;102062226;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102062441;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102062590;2007;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102062824;2007;20 - 25  MPH;Stop Sign;Clear
Yes;A: Suspected Serious Injury;102063003;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102063359;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102063547;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;102063710;2007;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102063943;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102064002;2007;20 - 25  MPH;No Control Present;Clear
No;O: No Injury;102064039;2007;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102064094;2007;30 - 35  MPH;Stop Sign;Clear
Yes;Unknown Injury;102064121;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102064422;2007;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102064618;2007;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;102064698;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;102064837;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102065182;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102065429;2007;40 - 45  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102065441;2007;40 - 45  MPH;No Control Present;Cloudy
No;C: Possible Injury;102065607;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102065615;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102065876;2007;30 - 35  MPH;Stop Sign;Cloudy
No;C: Possible Injury;102066127;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102066235;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102066494;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102066664;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;102067042;2007;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;102067250;2007;30 - 35  MPH;Stop And Go Signal;Rain
Yes;A: Suspected Serious Injury;102067455;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;Unknown Injury;102067967;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102068477;2007;5 - 15 MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102068666;2007;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102069119;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;K: Killed;102069501;2007;40 - 45  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102070207;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102070543;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102070604;2007;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;102070939;2007;Unknown;Stop Sign;Clear
No;B: Suspected Minor Injury;102070943;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;K: Killed;102071001;2007;20 - 25  MPH;No Control Present;Rain
No;C: Possible Injury;102071278;2007;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102071375;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102071385;2007;30 - 35  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;102071565;2007;50 - 55  MPH;No Control Present;Clear
No;O: No Injury;102071849;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102072057;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102072064;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102072381;2007;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102072545;2007;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;O: No Injury;102072661;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102072678;2007;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102072758;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;102072782;2007;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102073478;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;102073521;2007;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102073610;2007;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102073648;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;102073729;2007;40 - 45  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;102074022;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102074091;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102074180;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102074804;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;Unknown Injury;102075096;2007;20 - 25  MPH;Stop And Go Signal;Clear
Yes;K: Killed;102075128;2007;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102075262;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102075453;2007;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102075559;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102076120;2007;40 - 45  MPH;Stop Sign;Clear
Yes;Unknown Injury;102076302;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102076471;2007;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102076621;2007;5 - 15 MPH;No Control Present;Cloudy
No;O: No Injury;102076806;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102076814;2007;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102077049;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102077068;2007;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;102077202;2007;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;102077823;2007;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102078050;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102078454;2007;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102078556;2007;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;102078557;2007;30 - 35  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;102078748;2007;30 - 35  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;102079127;2007;40 - 45  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102079223;2007;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102079240;2007;Unknown;Stop And Go Signal;Clear
Yes;C: Possible Injury;102079468;2007;50 - 55  MPH;No Control Present;Clear
No;C: Possible Injury;102079655;2007;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102079755;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102079771;2007;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102079798;2007;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102079862;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102079966;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102080240;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102080247;2007;Unknown;No Control Present;Clear
Yes;C: Possible Injury;102080259;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102080984;2007;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;102081092;2007;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;102081155;2007;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102081367;2007;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102081510;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102081749;2007;5 - 15 MPH;Stop Sign;Clear
No;C: Possible Injury;102082107;2007;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102082433;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102082638;2007;Unknown;No Control Present;Clear
Yes;K: Killed;102082694;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102082741;2007;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;102082967;2007;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102083369;2007;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102083414;2007;30 - 35  MPH;No Control Present;Clear
No;Unknown Injury;102083569;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102083732;2007;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102083807;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102084366;2007;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102084614;2007;50 - 55  MPH;Stop And Go Signal;Cloudy
No;B: Suspected Minor Injury;102085178;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102085660;2007;20 - 25  MPH;Stop Sign;Rain
Yes;B: Suspected Minor Injury;102085879;2007;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;102086149;2007;40 - 45  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102086247;2007;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102086693;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102086702;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;102086714;2007;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;102087447;2007;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102087482;2007;5 - 15 MPH;No Control Present;Clear
No;C: Possible Injury;102087570;2007;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102087668;2007;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;102088076;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102088088;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102088383;2007;30 - 35  MPH;No Control Present;Clear
No;C: Possible Injury;102088682;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102088818;2007;50 - 55  MPH;No Control Present;Clear
Yes;C: Possible Injury;102088891;2007;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;102088919;2007;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102088983;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102089113;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102089148;2007;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102089289;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102089476;2007;30 - 35  MPH;No Control Present;Cloudy
No;O: No Injury;102089538;2007;30 - 35  MPH;No Control Present;Rain
Yes;C: Possible Injury;102089635;2007;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102089751;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102090123;2007;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102090179;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;102090334;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102091004;2007;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102091415;2007;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;102091495;2007;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102091943;2007;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102092289;2007;5 - 15 MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;102092837;2007;30 - 35  MPH;No Control Present;Cloudy
Yes;C: Possible Injury;102092950;2007;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102093032;2007;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;102093483;2007;40 - 45  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;102093566;2007;50 - 55  MPH;Stop Sign;Clear
No;C: Possible Injury;102093571;2007;40 - 45  MPH;No Control Present;Clear
No;O: No Injury;102093677;2007;30 - 35  MPH;Stop Sign;Rain
No;C: Possible Injury;102094125;2007;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;102094601;2007;20 - 25  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102094653;2007;40 - 45  MPH;Stop And Go Signal;Clear
Yes;O: No Injury;102094821;2007;30 - 35  MPH;Stop Sign;Rain
Yes;B: Suspected Minor Injury;102095017;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;102095311;2007;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;102095570;2007;50 - 55  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;102095849;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102095914;2007;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102096329;2007;Unknown;No Control Present;Clear
Yes;K: Killed;102096343;2007;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102096641;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102096901;2007;50 - 55  MPH;No Control Present;Clear
No;O: No Injury;102097022;2007;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;102097107;2007;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;102097277;2007;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;102097362;2007;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;102097688;2007;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;102097925;2007;30 - 35  MPH;Stop And Go Signal;Clear
No;Unknown Injury;102098184;2007;5 - 15 MPH;No Control Present;Clear
Yes;C: Possible Injury;102098202;2007;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;102098390;2007;5 - 15 MPH;No Control Present;Clear
